cntry;name;portfolio;took_office;left_office;party;period;in_office;state_secs;ministry;term;deputies;position
AT;Sebastian Kurz;Chancellor of Austria[a];7 January 2020 (2020-01-07);11 October 2021 (2021-10-11);ÖVP;NA;NA;NA;NA;NA;NA;NA
AT;Werner Kogler;Vice-Chancellor of AustriaMinister for Arts, Culture, the Civil Service and Sport;7 January 2020 (2020-01-07);;Greens;NA;NA;NA;NA;NA;NA;NA
AT;Karoline Edtstadler;Chancellery minister for the EU and Constitution;7 January 2020 (2020-01-07);;ÖVP;NA;NA;NA;NA;NA;NA;NA
AT;Susanne Raab;Chancellery minister for Women and Integration;7 January 2020 (2020-01-07);;ÖVP;NA;NA;NA;NA;NA;NA;NA
AT;Karl Nehammer;Minister of the Interior;7 January 2020 (2020-01-07);;ÖVP;NA;NA;NA;NA;NA;NA;NA
AT;Alexander Schallenberg;Minister for European and International Affairs;7 January 2020 (2020-01-07);11 October 2021 (2021-10-11);ÖVP;NA;NA;NA;NA;NA;NA;NA
AT;Alma Zadić;Minister of Justice;7 January 2020 (2020-01-07);;Greens;NA;NA;NA;NA;NA;NA;NA
AT;Rudolf Anschober;Minister of Social Affairs, Health, Care, and Consumer Protection;7 January 2020 (2020-01-07);13 April 2021 (2021-04-13);Greens;NA;NA;NA;NA;NA;NA;NA
AT;Wolfgang Mückstein;Minister of Social Affairs, Health, Care, and Consumer Protection;19 April 2021 (2021-04-19);;Greens;NA;NA;NA;NA;NA;NA;NA
AT;Christine Aschbacher;Minister of Labour, Family and Youth;7 January 2020 (2020-01-07);9 January 2021 (2021-01-09);ÖVP;NA;NA;NA;NA;NA;NA;NA
AT;Martin Kocher;Minister of Labour, Family and Youth;11 January 2021 (2021-01-11);;ÖVP;NA;NA;NA;NA;NA;NA;NA
AT;Klaudia Tanner;Minister of Defence;7 January 2020 (2020-01-07);;ÖVP;NA;NA;NA;NA;NA;NA;NA
AT;Heinz Faßmann;Minister of Education, Science, and Research;7 January 2020 (2020-01-07);;Independent(ÖVP nominated);NA;NA;NA;NA;NA;NA;NA
AT;Leonore Gewessler;Minister of Climate Action, Environment, Energy, Mobility, Innovation and Technology[b];7 January 2020 (2020-01-07);;Greens;NA;NA;NA;NA;NA;NA;NA
AT;Elisabeth Köstinger;Minister of Agriculture, Regions, and Tourism;7 January 2020 (2020-01-07);;ÖVP;NA;NA;NA;NA;NA;NA;NA
AT;Margarete Schramböck;Minister of Digital and Economic Affairs;7 January 2020 (2020-01-07);;ÖVP;NA;NA;NA;NA;NA;NA;NA
AT;Gernot Blümel;Minister of Finance;7 January 2020 (2020-01-07);;ÖVP;NA;NA;NA;NA;NA;NA;NA
AT;Magnus Brunner;State secretary in the Ministry for Climate Action, Environment, Energy, Mobility, Innovation and Technology[b];7 January 2020 (2020-01-07);;ÖVP;NA;NA;NA;NA;NA;NA;NA
AT;Ulrike Lunacek;State secretary in the Ministry for Arts, Culture, the Civil Service and Sport;7 January 2020 (2020-01-07);20 May 2020 (2020-05-20);Greens;NA;NA;NA;NA;NA;NA;NA
AT;Andrea Mayer;State secretary in the Ministry for Arts, Culture, the Civil Service and Sport;20 May 2020 (2020-05-20);;Independent(Greens nominated);NA;NA;NA;NA;NA;NA;NA
BE;Alexander De Croo;Prime Minister;1 October 2020;Incumbent;Open Vld;NA;NA;NA;NA;NA;NA;NA
BE;Pierre-Yves Dermagne;Minister of Economy and Employment;1 October 2020;Incumbent;Parti Socialiste (Belgium);NA;NA;NA;NA;NA;NA;NA
BE;Sophie Wilmès (deputised by David Clarinval);Minister of Foreign Affairs, European Affairs, Foreign Trade and Federal Cultural Institutions;1 October 2020;Incumbent;Mouvement Réformateur;NA;NA;NA;NA;NA;NA;NA
BE;Georges Gilkinet;Minister of Mobility;1 October 2020;Incumbent;Ecolo;NA;NA;NA;NA;NA;NA;NA
BE;Vincent Van Peteghem;Minister of Finance, in charge of the Coordination of the Fight against Fraud;1 October 2020;Incumbent;CD&V;NA;NA;NA;NA;NA;NA;NA
BE;Frank Vandenbroucke;Minister of Social Affairs and Public Health;1 October 2020;Incumbent;Vooruit;NA;NA;NA;NA;NA;NA;NA
BE;Petra De Sutter;Minister of Civil Service, Public Enterprises, Telecommunication and Postal Services;1 October 2020;Incumbent;Groen;NA;NA;NA;NA;NA;NA;NA
BE;Vincent Van Quickenborne;Minister of Justice and the North Sea;1 October 2020;Incumbent;Open Vld;NA;NA;NA;NA;NA;NA;NA
BE;David Clarinval;Minister of the Small Businesses, Self-Employed, SMEs and Agriculture,  Institutional Reforms and Democratic Renewal;1 October 2020;Incumbent;Mouvement Réformateur;NA;NA;NA;NA;NA;NA;NA
BE;Karine Lalieux;Minister of Pensions and Social Integration, in charge of Persons with Disabilities, Combating Poverty and Beliris;1 October 2020;Incumbent;Parti Socialiste (Belgium);NA;NA;NA;NA;NA;NA;NA
BE;Ludivine Dedonder;Minister of Defence;1 October 2020;Incumbent;Parti Socialiste (Belgium);NA;NA;NA;NA;NA;NA;NA
BE;Zakia Khattabi;Minister of Climate, Environment, Sustainable Development and Green Deal;1 October 2020;Incumbent;Ecolo;NA;NA;NA;NA;NA;NA;NA
BE;Annelies Verlinden;Minister of the Interior, Institutional Reforms and Democratic Renewal;1 October 2020;Incumbent;CD&V;NA;NA;NA;NA;NA;NA;NA
BE;Meryame Kitir;Minister of Development Cooperation and Urban Policy;1 October 2020;Incumbent;Vooruit;NA;NA;NA;NA;NA;NA;NA
BE;Tinne Van der Straeten;Minister of Energy;1 October 2020;Incumbent;Groen;NA;NA;NA;NA;NA;NA;NA
BE;Thomas Dermine;Secretary of State for Recovery and Strategic Investments, in charge of Science PolicyDeputy to the Minister of the Economy and Employment;1 October 2020;Incumbent;Parti Socialiste (Belgium);NA;NA;NA;NA;NA;NA;NA
BE;Mathieu Michel (politician);Secretary of State for Digitization, in charge of Administrative Simplification, Privacy and Buildings AdministrationDeputy to the Prime Minister;1 October 2020;Incumbent;Mouvement Réformateur;NA;NA;NA;NA;NA;NA;NA
BE;Sarah Schlitz;Secretary of State for Gender Equality, Equal Opportunities and DiversityDeputy to the Minister of Mobility;1 October 2020;Incumbent;Ecolo;NA;NA;NA;NA;NA;NA;NA
BE;Sammy Mahdi;Secretary of State for Asylum and Migration, in charge of the National LotteryDeputy to the Minister of the Interior, Institutional Reforms and Democratic Renewal;1 October 2020;Incumbent;CD&V;NA;NA;NA;NA;NA;NA;NA
BE;Eva De Bleeker;Secretary of State for Budget and Consumer ProtectionDeputy to the Minister of Justice and the North Sea;1 October 2020;Incumbent;Open Vld;NA;NA;NA;NA;NA;NA;NA
BE;Sophie Wilmès;Prime Minister;17 March 2020;1 October 2020;Mouvement Réformateur;NA;NA;NA;NA;NA;NA;NA
BE;Koen Geens;Minister of Justice and Director of Buildings;17 March 2020;1 October 2020;CD&V;NA;NA;NA;NA;NA;NA;NA
BE;David Clarinval;Minister of Budget, Civil Service, National Lottery and Scientific Policy;17 March 2020;1 October 2020;Mouvement Réformateur;NA;NA;NA;NA;NA;NA;NA
BE;Alexander De Croo;Minister of Development Cooperation, Finance and fighting Fiscal Fraud;17 March 2020;1 October 2020;Open Vld;NA;NA;NA;NA;NA;NA;NA
BE;Philippe De Backer;Minister of Administrative Simplification, Digital Agenda, Postal Services and Telecom;17 March 2020;1 October 2020;Open Vld;NA;NA;NA;NA;NA;NA;NA
BE;Pieter De Crem;Minister of the Interior and Safety;17 March 2020;1 October 2020;CD&V;NA;NA;NA;NA;NA;NA;NA
BE;Maggie De Block;Minister of Asylum, Migration, Health and Social Affairs;17 March 2020;1 October 2020;Open Vld;NA;NA;NA;NA;NA;NA;NA
BE;Nathalie Muylle;Minister of Consumer Affairs, Disabled Persons, Economy,Employment, Equal Rights and Fighting Poverty;17 March 2020;1 October 2020;CD&V;NA;NA;NA;NA;NA;NA;NA
BE;Denis Ducarme;Minister of the Middle Class, SMEs, Self-employed,Agriculture, Social Integration and Urban Policy;17 March 2020;1 October 2020;Mouvement Réformateur;NA;NA;NA;NA;NA;NA;NA
BE;Daniel Bacquelaine;Minister of Pensions;17 March 2020;1 October 2020;Mouvement Réformateur;NA;NA;NA;NA;NA;NA;NA
BE;François Bellot;Minister of Mobility and the National Railway Company;17 March 2020;1 October 2020;Mouvement Réformateur;NA;NA;NA;NA;NA;NA;NA
BE;Philippe Goffin;Minister of Foreign Affairs, Defence and European Affairs;17 March 2020;1 October 2020;Mouvement Réformateur;NA;NA;NA;NA;NA;NA;NA
BE;Marie-Christine Marghem;Minister of Energy, Environment and Sustainable Development;17 March 2020;1 October 2020;Mouvement Réformateur;NA;NA;NA;NA;NA;NA;NA
BE;Sophie Wilmès;Prime Minister;27 October 2019;17 March 2020;Mouvement Réformateur;NA;NA;NA;NA;NA;NA;NA
BE;Koen Geens;Minister of Justice and Director of Buildings;27 October 2019;17 March 2020;CD&V;NA;NA;NA;NA;NA;NA;NA
BE;Didier Reynders;Minister of Foreign Affairs, Defence, Beliris and European Affairs;27 October 2019;30 November 2019;Mouvement Réformateur;NA;NA;NA;NA;NA;NA;NA
BE;David Clarinval;Minister of Budget, Civil Service, National Lottery and Scientific Policy;30 November 2019;17 March 2020;Mouvement Réformateur;NA;NA;NA;NA;NA;NA;NA
BE;Alexander De Croo;Minister of Development Cooperation, Finance and fighting Fiscal Fraud;27 October 2019;17 March 2020;Open Vld;NA;NA;NA;NA;NA;NA;NA
BE;Philippe De Backer;Minister of Administrative Simplification, Digital Agenda, Postal Services and Telecom;27 October 2019;17 March 2020;Open Vld;NA;NA;NA;NA;NA;NA;NA
BE;Pieter De Crem;Minister of the Interior and Safety;27 October 2019;17 March 2020;CD&V;NA;NA;NA;NA;NA;NA;NA
BE;Maggie De Block;Minister of Asylum, Migration, Health and Social Affairs;27 October 2019;17 March 2020;Open Vld;NA;NA;NA;NA;NA;NA;NA
BE;Nathalie Muylle;Minister of Consumer Affairs, Disabled Persons, Economy,Employment, Equal Rights and Fighting Poverty;27 October 2019;17 March 2020;CD&V;NA;NA;NA;NA;NA;NA;NA
BE;Denis Ducarme;Minister of the Middle Class, SMEs, Self-employed,Agriculture, Social Integration and Urban Policy;27 October 2019;17 March 2020;Mouvement Réformateur;NA;NA;NA;NA;NA;NA;NA
BE;David Clarinval;Minister of Budget, Civil Service, National Lottery and Scientific Policy;27 October 2019;30 November 2019;Mouvement Réformateur;NA;NA;NA;NA;NA;NA;NA
BE;Daniel Bacquelaine;Minister of Pensions;27 October 2019;17 March 2020;Mouvement Réformateur;NA;NA;NA;NA;NA;NA;NA
BE;François Bellot;Minister of Mobility and the National Railway Company;27 October 2019;17 March 2020;Mouvement Réformateur;NA;NA;NA;NA;NA;NA;NA
BE;Philippe Goffin;Minister of Foreign Affairs, Defence and European Affairs;30 November 2019;17 March 2020;Mouvement Réformateur;NA;NA;NA;NA;NA;NA;NA
BE;Marie-Christine Marghem;Minister of Energy, Environment and Sustainable Development;27 October 2019;17 March 2020;Mouvement Réformateur;NA;NA;NA;NA;NA;NA;NA
BE;Charles Michel;Prime Minister;9 December 2018;27 October 2019;Mouvement Réformateur;NA;NA;NA;NA;NA;NA;NA
BE;Kris Peeters;Minister of Consumer Affairs, Disabled Persons, Economy,Employment, Equal Rights and Fighting Poverty;9 December 2018;25 June 2019;CD&V;NA;NA;NA;NA;NA;NA;NA
BE;Koen Geens;Minister of Justice and Director of Buildings;9 December 2018;27 October 2019;CD&V;NA;NA;NA;NA;NA;NA;NA
BE;Didier Reynders;Minister of Foreign Affairs, Defence, Beliris and European Affairs;9 December 2018;27 October 2019;Mouvement Réformateur;NA;NA;NA;NA;NA;NA;NA
BE;Alexander De Croo;Minister of Development Cooperation, Finance and fighting Fiscal Fraud;9 December 2018;27 October 2019;Open Vld;NA;NA;NA;NA;NA;NA;NA
BE;Philippe De Backer;Minister of Administrative Simplification, Digital Agenda, Postal Services and Telecom;9 December 2018;27 October 2019;Open Vld;NA;NA;NA;NA;NA;NA;NA
BE;Pieter De Crem;Minister of the Interior and Safety;9 December 2018;27 October 2019;CD&V;NA;NA;NA;NA;NA;NA;NA
BE;Maggie De Block;Minister of Asylum, Migration, Health and Social Affairs;9 December 2018;27 October 2019;Open Vld;NA;NA;NA;NA;NA;NA;NA
BE;Wouter Beke;Minister of Consumer Affairs, Disabled Persons, Economy,Employment, Equal Rights and Fighting Poverty;25 June 2019;2 October 2019;CD&V;NA;NA;NA;NA;NA;NA;NA
BE;Nathalie Muylle;Minister of Consumer Affairs, Disabled Persons, Economy,Employment, Equal Rights and Fighting Poverty;2 October 2019;27 October 2019;CD&V;NA;NA;NA;NA;NA;NA;NA
BE;Denis Ducarme;Minister of the Middle Class, SMEs, Self-employed,Agriculture, Social Integration and Urban Policy;9 December 2018;27 October 2019;Mouvement Réformateur;NA;NA;NA;NA;NA;NA;NA
BE;Sophie Wilmès;Minister of Budget, Civil Service, National Lottery and Scientific Policy;9 December 2018;27 October 2019;Mouvement Réformateur;NA;NA;NA;NA;NA;NA;NA
BE;Daniel Bacquelaine;Minister of Pensions;9 December 2018;27 October 2019;Mouvement Réformateur;NA;NA;NA;NA;NA;NA;NA
BE;François Bellot;Minister of Mobility and the National Railway Company;9 December 2018;27 October 2019;Mouvement Réformateur;NA;NA;NA;NA;NA;NA;NA
BE;Marie-Christine Marghem;Minister of Energy, Environment and Sustainable Development;9 December 2018;27 October 2019;Mouvement Réformateur;NA;NA;NA;NA;NA;NA;NA
BG;Boyko Borisov;Prime Minister's Office;2017-05-04;2021-05-12;GERB;NA;NA;NA;NA;NA;NA;NA
BG;Tomislav Donchev;Deputy Prime Minister;2017-05-04;2021-05-12;GERB;NA;NA;NA;NA;NA;NA;NA
BG;Mariyana Nikolova;Deputy Prime Minister in charge of economy and demographical policies;2017-05-04;2021-05-12;nominated by the United Patriots, unaffiliated;NA;NA;NA;NA;NA;NA;NA
BG;Krasimir Karakachanov;"Deputy Prime Minister in charge of public order and national security and
Minister of Defence";2017-05-04;2021-05-12;VMRO;NA;NA;NA;NA;NA;NA;NA
BG;Ekaterina Zakharieva;"Deputy Prime Minister in charge of the judiciary reform and
Minister of Foreign Affairs";2017-05-04;2021-05-12;nominated by GERB, unaffiliated;NA;NA;NA;NA;NA;NA;NA
BG;Vladislav Goranov;Minister of Finance;2017-05-04;2021-05-12;GERB;NA;NA;NA;NA;NA;NA;NA
BG;Danail Kirilov;Minister of Justice;2017-05-04;2021-05-12;GERB;NA;NA;NA;NA;NA;NA;NA
BG;Mladen Marinov;Minister of Interior Affairs;2017-05-04;2021-05-12;nominated by GERB, unaffiliated;NA;NA;NA;NA;NA;NA;NA
BG;Kiril Ananiev;Minister of Health;2017-05-04;2021-05-12;nominated by GERB, unaffiliated;NA;NA;NA;NA;NA;NA;NA
BG;Krasimir Valchev;Minister of Education and Science;2017-05-04;2021-05-12;nominated by GERB, unaffiliated;NA;NA;NA;NA;NA;NA;NA
BG;Rosen Zhelyazkov;Minister of Transport, Information Technologies and Communications;2017-05-04;2021-05-12;nominated by GERB, unaffiliated;NA;NA;NA;NA;NA;NA;NA
BG;Temenuzhka Petkova;Minister of Energy;2017-05-04;2021-05-12;nominated by GERB, unaffiliated;NA;NA;NA;NA;NA;NA;NA
BG;Nikolina Angelkova;Minister of Tourism;2017-05-04;2021-05-12;GERB;NA;NA;NA;NA;NA;NA;NA
BG;Krasen Kralev;Minister of Youth and Sports;2017-05-04;2021-05-12;GERB;NA;NA;NA;NA;NA;NA;NA
BG;Lilyana Pavlova;Minister in charge of the Bulgarian Presidency of the Council of the European Union in 2018;2017-05-04;2021-05-12;GERB;NA;NA;NA;NA;NA;NA;NA
BG;Petya Avramova;Minister of Regional Development and Public Works;2017-05-04;2021-05-12;nominated by GERB, unaffiliated;NA;NA;NA;NA;NA;NA;NA
BG;Emil Karanikolov;Minister of Economy;2017-05-04;2021-05-12;nominated by the United Patriots;NA;NA;NA;NA;NA;NA;NA
BG;Denitsa Sacheva;Minister of Labor and Social Policies;2017-05-04;2021-05-12;nominated by the GERB;NA;NA;NA;NA;NA;NA;NA
BG;Neno Dimov;Minister of Environment and Water Resources;2017-05-04;2021-05-12;nominated by the United Patriots;NA;NA;NA;NA;NA;NA;NA
BG;Desislava Taneva;Minister of Agriculture, Food and Forestry;2017-05-04;2021-05-12;GERB;NA;NA;NA;NA;NA;NA;NA
BG;Boil Banov;Minister of Culture;2017-05-04;2021-05-12;nominated by the United Patriots;NA;NA;NA;NA;NA;NA;NA
BG;Stefan Yanev;Prime Minister;2021-05-12;2021-09-16;Independent;NA;NA;NA;NA;NA;NA;NA
BG;Galab Donev, (bg);Deputy Prime Minister for Social and Economic Policies, Labour Minister;2021-05-12;2021-09-16;Independent;NA;NA;NA;NA;NA;NA;NA
BG;Boyko Rashkov, (bg);Deputy Prime Minister for Internal Order and Security, Interior Minister;2021-05-12;2021-09-16;Independent;NA;NA;NA;NA;NA;NA;NA
BG;Atanas Pekanov, (bg);Deputy Prime Minister for EU Funds Management;2021-05-12;2021-09-16;Independent;NA;NA;NA;NA;NA;NA;NA
BG;Asen Vasilev;Finance Minister;2021-05-12;2021-09-16;PP;NA;NA;NA;NA;NA;NA;NA
BG;Georgi Panayotov;Defence Minister;2021-05-12;2021-09-16;Independent;NA;NA;NA;NA;NA;NA;NA
BG;Svetlan Stoev, (bg);Foreign Minister;2021-05-12;2021-09-16;Independent;NA;NA;NA;NA;NA;NA;NA
BG;Yanaki Stoilov, (bg);Justice Minister;2021-05-12;2021-09-16;BSP;NA;NA;NA;NA;NA;NA;NA
BG;Stoicho Katsarov, (bg);Health Minister;2021-05-12;2021-09-16;Independent;NA;NA;NA;NA;NA;NA;NA
BG;Nikolai Denkov, (bg);Education Minister;2021-05-12;2021-09-16;Independent;NA;NA;NA;NA;NA;NA;NA
BG;Hristo Bozukov, (bg);Agriculture and Foods Minister;2021-05-12;2021-09-16;Independent;NA;NA;NA;NA;NA;NA;NA
BG;Georgi Todorov, (bg);Transport, Information Technologies and Communications Minister;2021-05-12;2021-09-16;Independent;NA;NA;NA;NA;NA;NA;NA
BG;Asen Lichev, (bg);Environment and Waters Minister;2021-05-12;2021-09-16;Independent;NA;NA;NA;NA;NA;NA;NA
BG;Andrei Zhivkov, (bg);Energy Minister;2021-05-12;2021-09-16;Independent;NA;NA;NA;NA;NA;NA;NA
BG;Stela Baltova, (bg);Tourism Minister;2021-05-12;2021-09-16;Independent;NA;NA;NA;NA;NA;NA;NA
BG;Kiril Petkov;Economy Minister;2021-05-12;2021-09-16;PP;NA;NA;NA;NA;NA;NA;NA
BG;Violeta Komitova, (bg);Regional Development Minister;2021-05-12;2021-09-16;Independent;NA;NA;NA;NA;NA;NA;NA
BG;Velislav Minekov, (bg);Culture Minister;2021-05-12;2021-09-16;Independent;NA;NA;NA;NA;NA;NA;NA
BG;Andrei Kuzmanov, (bg);Youth and Sports Minister;2021-05-12;2021-09-16;Independent;NA;NA;NA;NA;NA;NA;NA
CY;Nicos Anastasiades;President;NA;NA;DISY;28 Feb 2018 –;NA;NA;NA;NA;NA;NA
CY;Nikos Christodoulides;Minister of Foreign Affairs;NA;NA;DISY;1 Mar 2018 –;NA;NA;NA;NA;NA;NA
CY;Constantinos Petrides;Minister of Interior;NA;NA;DISY;1 Mar 2018 –;NA;NA;NA;NA;NA;NA
CY;Harris Georgiades;Minister of Finance;NA;NA;DISY;1 Mar 2018 –;NA;NA;NA;NA;NA;NA
CY;Georgios Lakkotrypis;Minister of Energy, Commerce, Industry and Tourism;NA;NA;Independent;1 Mar 2018 –;NA;NA;NA;NA;NA;NA
CY;Zeta Emilianidou;Minister of Labour and Social Insurance;NA;NA;Independent;1 Mar 2018 –;NA;NA;NA;NA;NA;NA
CY;Costas Kadis;Minister of Agriculture, Natural Resources and Environment;NA;NA;Independent;1 Mar 2018 –;NA;NA;NA;NA;NA;NA
CY;Costas Hambiaouris;Minister of Education and Culture;NA;NA;Independent;1 Mar 2018 – 1 December 2019;NA;NA;NA;NA;NA;NA
CY;Ionas Nicolaou;Minister of Justice and Public Order;NA;NA;DISY;1 Mar 2018 –;NA;NA;NA;NA;NA;NA
CY;Savvas Angelides;Minister of Defence;NA;NA;Independent;1 Mar 2018 –;NA;NA;NA;NA;NA;NA
CY;Vassiliki Anastasiadou;Minister of Transport, Communications and Works;NA;NA;Independent;1 Mar 2018 –;NA;NA;NA;NA;NA;NA
CY;Constantinos Ioannou;Minister of Health;NA;NA;Independent;1 Mar 2018 –;NA;NA;NA;NA;NA;NA
CY;Prodromos Prodromou;Government spokesman;NA;NA;DISY;1 Mar 2018 –;NA;NA;NA;NA;NA;NA
CY;Vasilis Palmas;Deputy Minister to the President;NA;NA;Independent;1 Mar 2018 –;NA;NA;NA;NA;NA;NA
CY;Natasa Pileidou;Deputy Minister of Shipping;NA;NA;DISY;1 Mar 2018 –;NA;NA;NA;NA;NA;NA
CY;Savvas Perdios;Deputy Minister of Tourism;NA;NA;Independent;Jan 2019 -;NA;NA;NA;NA;NA;NA
CY;Klelia Vassiliou;Deputy government spokesman;NA;NA;Independent;1 Mar 2018 –;NA;NA;NA;NA;NA;NA
CZ;Andrej Babiš;Chairman of the Government;NA;NA;ANO;NA;NA;NA;NA;NA;NA;NA
CZ;Jakub Kulhánek;Minister of Foreign Affairs;NA;NA;ČSSD;NA;NA;NA;NA;NA;NA;NA
CZ;Jan Hamáček;Minister of the Interior;NA;NA;ČSSD;NA;NA;NA;NA;NA;NA;NA
CZ;Alena Schillerová;Finance Minister;NA;NA;nominated by ANO;NA;NA;NA;NA;NA;NA;NA
CZ;Lubomír Metnar;Minister of Defense;NA;NA;nominated by ANO;NA;NA;NA;NA;NA;NA;NA
CZ;Marie Benešová;Minister of Justice;NA;NA;nominated by ANO;NA;NA;NA;NA;NA;NA;NA
CZ;Karel Havlíček;Minister of Industry and Trade;NA;NA;nominated by ANO;NA;NA;NA;NA;NA;NA;NA
CZ;Klára Dostálová;Minister for Regional Development;NA;NA;nominated by ANO;NA;NA;NA;NA;NA;NA;NA
CZ;Adam Vojtěch;Ministry of Health;NA;NA;nominated by ANO;NA;NA;NA;NA;NA;NA;NA
CZ;Jana Maláčová;Minister of Labour and Social Affairs;NA;NA;ČSSD;NA;NA;NA;NA;NA;NA;NA
CZ;Robert Plaga;Minister of Education, Youth and Sports;NA;NA;nominated by ANO;NA;NA;NA;NA;NA;NA;NA
CZ;Karel Havlíček;Minister of Transport;NA;NA;nominated by ANO;NA;NA;NA;NA;NA;NA;NA
CZ;Richard Brabec;Minister of the Environment;NA;NA;ANO;NA;NA;NA;NA;NA;NA;NA
CZ;Lubomír Zaorálek;Minister of Culture;NA;NA;ČSSD;NA;NA;NA;NA;NA;NA;NA
CZ;Miroslav Toman;Minister of Agriculture;NA;NA;nominated by ČSSD;NA;NA;NA;NA;NA;NA;NA
DE;Angela Merkel;Chancellor of Germany;NA;NA;CDU;NA;22 November 2005 – present;Annette Widmann-Mauz (StMin)Migrants, Refugees and IntegrationMonika Grütters (StMin)Culture and MediaHendrik Hoppenstedt (StMin)Cooperation between federation and statesDorothee Bär (StMin)Digitalization;NA;NA;NA;NA
DE;Olaf Scholz;Vice Chancellor of GermanyFederal Minister of Finance;NA;NA;SPD;NA;14 March 2018 – present;Bettina Hagedorn;NA;NA;NA;NA
DE;Horst Seehofer;Federal Minister of the Interior, Building and Community;NA;NA;CSU;NA;14 March 2018 – present;Günter KringsStephan MayerMarco Wanderwitz;NA;NA;NA;NA
DE;Heiko Maas;Federal Minister of Foreign Affairs;NA;NA;SPD;NA;14 March 2018 – present;Niels Annen (StMin)Michelle Müntefering (StMin)CultureMichael Roth (StMin)European affairs;NA;NA;NA;NA
DE;Peter Altmaier;Federal Minister for Economics and Energy;NA;NA;CDU;NA;14 March 2018 – present;Thomas BareißMarco WanderwitzEast German affairsOliver Wittke;NA;NA;NA;NA
DE;Christine Lambrecht;Federal Minister of Justice and Consumer Protection, since 19 May 2021 also Federal Minister for Family Affairs, Senior Citizens, Women and Youth;NA;NA;SPD;NA;27 June 2019 – present;Rita Hagl-KehlChristian LangeCaren MarksStefan Zierke;NA;NA;NA;NA
DE;Hubertus Heil;Federal Minister for Labour and Social Affairs;NA;NA;SPD;NA;14 March 2018 – present;Annette KrammeKerstin Griese;NA;NA;NA;NA
DE;Annegret Kramp-Karrenbauer;Federal Minister of Defence;NA;NA;CDU;NA;17 July 2019 – present;Thomas SilberhornPeter Tauber;NA;NA;NA;NA
DE;Julia Klöckner;Federal Minister for Food and Agriculture;NA;NA;CDU;NA;14 March 2018 – present;Hans-Joachim FuchtelMichael Stübgen;NA;NA;NA;NA
DE;Jens Spahn;Federal Minister for Health;NA;NA;CDU;NA;14 March 2018 – present;Thomas GebhartSabine Weiss;NA;NA;NA;NA
DE;Andreas Scheuer;Federal Minister for Transport and Digital Infrastructure;NA;NA;CSU;NA;14 March 2018 – present;Steffen BilgerEnak Ferlemann;NA;NA;NA;NA
DE;Svenja Schulze;Federal Minister for the Environment, Nature Conservation and Nuclear Safety;NA;NA;SPD;NA;14 March 2018 – present;Florian PronoldRita Schwarzelühr-Sutter;NA;NA;NA;NA
DE;Anja Karliczek;Federal Minister for Education and Research;NA;NA;CDU;NA;14 March 2018 – present;Michael MeisterThomas Rachel;NA;NA;NA;NA
DE;Gerd Müller;Federal Minister for Economic Cooperation and Development;NA;NA;CSU;NA;17 December 2013 – present;Norbert BarthleMaria Flachsbarth;NA;NA;NA;NA
DE;Helge Braun;Federal Minister for Special AffairsHead of the Chancellery;NA;NA;CDU;NA;14 March 2018 – present;;NA;NA;NA;NA
DK;Mette Frederiksen;Prime Minister;NA;NA;The Social Democratic Party;NA;NA;NA;NA;NA;NA;NA
DK;Nicolai Wammen;Minister for Finance;NA;NA;The Social Democratic Party;NA;NA;NA;NA;NA;NA;NA
DK;Jeppe Kofod;Minister for Foreign Affairs;NA;NA;The Social Democratic Party;NA;NA;NA;NA;NA;NA;NA
DK;Nick Hækkerup;Minister for Justice;NA;NA;The Social Democratic Party;NA;NA;NA;NA;NA;NA;NA
DK;Astrid Krag;;NA;NA;The Social Democratic Party;NA;NA;NA;NA;NA;NA;NA
DK;Morten Bødskov;Minister for Taxation;NA;NA;The Social Democratic Party;NA;NA;NA;NA;NA;NA;NA
DK;Dan Jørgensen;Minister for Climate, Energy and Utilities;NA;NA;The Social Democratic Party;NA;NA;NA;NA;NA;NA;NA
DK;Magnus Heunicke;Minister for Health;NA;NA;The Social Democratic Party;NA;NA;NA;NA;NA;NA;NA
DK;Benny Engelbrecht;Minister for Transport;NA;NA;The Social Democratic Party;NA;NA;NA;NA;NA;NA;NA
DK;Rasmus Prehn;Minister for Food, Agriculture and Fisheries;NA;NA;The Social Democratic Party;NA;NA;NA;NA;NA;NA;NA
DK;Pernille Rosenkrantz-Theil;Minister for Children and Education;NA;NA;The Social Democratic Party;NA;NA;NA;NA;NA;NA;NA
DK;Trine Bramsen;Minister of Defence;NA;NA;The Social Democratic Party;NA;NA;NA;NA;NA;NA;NA
DK;Ane Halsboe-Jørgensen;Minister for Culture and Minister for Ecclesiastical Affairs;NA;NA;The Social Democratic Party;NA;NA;NA;NA;NA;NA;NA
DK;Simon Kollerup;Minister for Industry, Business and Financial Affairs;NA;NA;The Social Democratic Party;NA;NA;NA;NA;NA;NA;NA
DK;Mattias Tesfaye;Minister for Immigration and Integration;NA;NA;The Social Democratic Party;NA;NA;NA;NA;NA;NA;NA
DK;Peter Hummelgaard;Minister for Employment and minister for Gender Equality;NA;NA;The Social Democratic Party;NA;NA;NA;NA;NA;NA;NA
DK;Kaare Dybvad;;NA;NA;The Social Democratic Party;NA;NA;NA;NA;NA;NA;NA
DK;Lea Wermelin;Minister for the Environment;NA;NA;The Social Democratic Party;NA;NA;NA;NA;NA;NA;NA
